Adress,Datum,Slutpris,Utgångspris,Bostadstyp,Upplåtelseform,Antal rum,Boarea,Balkong,Våning,Byggår,Avgift/månad,Driftskostnad/år,Hiss,Områdeskod
Grevgatan 19,6 september 2022,5350000,4950000,Lägenhet,Bostadsrätt,2.0,38.0,Ja,2.0,0,1646.0,3600.0,Ja,3
"Tre Liljor 2B, 3tr",6 september 2022,5050000,4950000,Lägenhet,Bostadsrätt,2.0,49.0,Ja,3.0,1924,2783.0,,Ja,7
"Stagneliusvägen 28, 3 tr",6 september 2022,3180000,2995000,Lägenhet,Bostadsrätt,2.0,35.0,Ja,3.0,1937,2468.0,4860.0,Ja,5
Markvardsgatan 11,6 september 2022,6260000,5995000,Lägenhet,Bostadsrätt,2.0,61.0,Ja,3.0,1907,1600.0,7320.0,Ja,0
"Frödingsvägen 2, 2 tr",6 september 2022,4700000,4150000,Lägenhet,Bostadsrätt,2.5,53.0,Nej,2.0,1932,2518.0,7860.0,Nej,2
"Roslagsgatan 42C, 3tr",6 september 2022,6700000,6300000,Lägenhet,Bostadsrätt,2.0,61.0,Ja,3.0,1885,3320.0,5000.0,,0
"Dalagatan 23 A, 3tr över gård",6 september 2022,5700000,5250000,Lägenhet,Bostadsrätt,2.0,45.0,Ja,3.0,1881,1784.0,,Ja,7
"Karlbergsvägen 54, 1,5tr",6 september 2022,4950000,5250000,Lägenhet,Bostadsrätt,2.0,45.0,Ja,1.5,1913,2456.0,,Ja,6
"Ola Hanssonsgatan 9, 1.5 tr",6 september 2022,2940000,2750000,Lägenhet,Bostadsrätt,1.5,29.0,Ja,1.0,0,1955.0,,Nej,2
"Dalagatan 86H, 1tr",6 september 2022,5410000,5200000,Lägenhet,Bostadsrätt,2.0,49.0,,1.0,1916,2724.0,,Ja,7
Skeppargatan 21A,7 september 2022,5700000,6000000,Lägenhet,Bostadsrätt,2.0,47.0,,0.0,1882,0.0,5500.0,,9
"Herkulesgatan 22, vån 11/11",7 september 2022,4900000,4995000,Lägenhet,Bostadsrätt,2.0,59.5,Ja,11.0,2003,3558.0,4000.0,Ja,0
Drottning Kristinas väg 11,7 september 2022,3950000,3950000,Lägenhet,Bostadsrätt,2.0,49.0,Nej,,1931,1722.0,,,0
Nybrogatan 38A,7 september 2022,7850000,7975000,Lägenhet,Bostadsrätt,2.0,60.0,Ja,3.0,1863,2421.0,10200.0,,9
"Sysslomansgatan 1, 3tr",7 september 2022,6700000,6295000,Lägenhet,Bostadsrätt,2.0,64.0,Nej,3.0,2006,2968.0,5800.0,Ja,1
"Birger Jarlsgatan 78, 3tr",7 september 2022,5600000,4850000,Lägenhet,Bostadsrätt,2.0,43.5,Ja,3.0,1994,1353.0,2500.0,Ja,0
Hornsbergs Strand 15B,7 september 2022,4075000,4295000,Lägenhet,Bostadsrätt,2.5,64.0,Nej,0.5,2016,3200.0,4920.0,Ja,5
Gävlegatan 36 B,7 september 2022,5495000,5495000,Lägenhet,Bostadsrätt,2.0,47.6,,10.0,2021,2828.0,,Ja,6
Styrmansgatan 5A,7 september 2022,8750000,8475000,Lägenhet,Bostadsrätt,2.0,61.0,Ja,1.0,1887,2723.0,4800.0,Nej,3
"Sankt eriksgatan 43 A, 1 tr ög.",7 september 2022,3750000,3450000,Lägenhet,Bostadsrätt,2.0,33.0,,0.0,1906,1019.0,,Ja,1
"Chapmansgatan 5, 5tr",7 september 2022,8450000,8995000,Lägenhet,Bostadsrätt,2.5,76.0,Ja,5.0,1931,3399.0,4200.0,Ja,1
Linnégatan 94,8 september 2022,4550000,3750000,Lägenhet,Bostadsrätt,2.0,40.0,,2.0,1929,2291.0,7600.0,Ja,3
"Sven Rinmans Gata 3, 1,5 Tr",8 september 2022,3850000,3850000,Lägenhet,Bostadsrätt,2.0,37.0,,2.0,1931,1907.0,,Ja,1
Geijersvägen 24,8 september 2022,4900000,4795000,Lägenhet,Bostadsrätt,2.0,63.0,Nej,,1980,2883.0,,,5
"Ernst Ahlgrens väg 10, 3tr",8 september 2022,4000000,3695000,Lägenhet,Bostadsrätt,2.0,41.0,Ja,3.0,0,2173.0,4604.0,Nej,2
"Valhallavägen 14A, 2 tr - Accepterat pris!",8 september 2022,4100000,4295000,Lägenhet,Bostadsrätt,2.0,43.0,Ja,2.0,1903,1633.0,3465.0,Nej,0
"Ivan Oljelunds Gränd 3, 1 tr",8 september 2022,6200000,6200000,Lägenhet,Bostadsrätt,2.0,71.5,Ja,1.0,1998,3830.0,,Ja,8
"Svarvargatan 3, våning 2",8 september 2022,4075000,4195000,Lägenhet,Bostadsrätt,2.0,46.0,Nej,2.0,1932,2143.0,,Ja,1
Grevgatan 47,8 september 2022,6200000,5750000,Lägenhet,Bostadsrätt,2.0,46.0,Ja,1.0,1884,1331.0,6500.0,Ja,3
Östermalmsgatan 57,8 september 2022,7360000,6950000,Lägenhet,Bostadsrätt,2.0,61.0,Ja,3.0,1883,2738.0,7200.0,Ja,9
Norrtullsgatan 63,8 september 2022,4800000,4700000,Lägenhet,Bostadsrätt,2.0,56.0,Ja,1.0,1947,2800.0,6700.0,Ja,7
Bergsgatan 51,8 september 2022,3250000,2995000,Lägenhet,Bostadsrätt,1.5,29.0,Nej,6.0,1963,861.0,5885.0,Ja,8
Atterbomsvägen 28,8 september 2022,3850000,3495000,Lägenhet,Bostadsrätt,2.0,45.0,Ja,5.0,0,2639.0,,Ja,5
"Ulriksborgsgatan 9, vån 8",8 september 2022,4590000,4395000,Lägenhet,Bostadsrätt,2.0,59.5,Ja,8.0,2006,3238.0,11220.0,Ja,5
"Sysslomansgatan 22, 5tr",8 september 2022,3300000,3295000,Lägenhet,Bostadsrätt,2.0,35.0,Ja,5.0,1940,2154.0,,Ja,1
"Sankt Göransgatan 153, 7tr",8 september 2022,3075000,2795000,Lägenhet,Bostadsrätt,1.5,30.0,Ja,7.0,1950,1569.0,,Ja,5
Karlavägen 86A,9 september 2022,8200000,7395000,Lägenhet,Bostadsrätt,2.5,58.0,Nej,,1897,1554.0,5400.0,,3
"Sveavägen 140, 4 tr",9 september 2022,7900000,7495000,Lägenhet,Bostadsrätt,2.0,75.0,Ja,4.0,1929,1875.0,,Ja,4
Karlbergsvägen 32B,9 september 2022,6700000,7300000,Lägenhet,Bostadsrätt,2.0,67.0,,,1889,2461.0,9900.0,,7
"Sankt Göransgatan 127, 6tr",9 september 2022,6400000,5495000,Lägenhet,Bostadsrätt,2.0,64.5,Ja,6.0,2006,3380.0,5880.0,Ja,1
Storgatan 30A,9 september 2022,6200000,6500000,Lägenhet,Bostadsrätt,2.0,55.0,,3.0,0,1708.0,,,3
"Fleminggatan 21A, 3tr i gårdshuset",9 september 2022,7140000,6450000,Lägenhet,Bostadsrätt,2.0,69.0,Ja,3.0,1906,2762.0,9408.0,Nej,8
Rörstrandsgatan 38A,9 september 2022,4350000,4350000,Lägenhet,Andel i bostadsförening,2.0,38.0,Ja,4.0,1906,1904.0,7320.0,Nej,6
"Sven Rinmans Gata 5, 3tr ACCEPTPRIS!",9 september 2022,4500000,4850000,Lägenhet,Bostadsrätt,2.0,47.0,,,1931,1869.0,6400.0,,1
Sibyllegatan 50A,9 september 2022,7300000,6900000,Lägenhet,Bostadsrätt,2.0,63.0,,,1894,2502.0,7300.0,,9
"Kungsklippan 11, 4 tr",9 september 2022,2850000,2695000,Lägenhet,Bostadsrätt,2.0,31.0,Nej,4.0,1938,2707.0,5400.0,Ja,8
Artillerigatan 26B,9 september 2022,5000000,5295000,Lägenhet,Bostadsrätt,2.0,42.0,,4.0,0,1911.0,,,9
"Frejgatan 50, 3 tr",9 september 2022,5400000,5895000,Lägenhet,Andel i bostadsförening,2.0,47.0,,3.0,1896,2553.0,,Nej,7
"Falugatan 16, 2 tr",9 september 2022,5400000,4895000,Lägenhet,Bostadsrätt,2.0,49.0,,2.0,1925,2906.0,,Nej,6
"Vulcanusgatan 13, 1tr",9 september 2022,4150000,3995000,Lägenhet,Bostadsrätt,2.0,38.0,,1.0,1928,1986.0,5100.0,Ja,6
Floragatan 7,10 september 2022,5260000,4600000,Lägenhet,Bostadsrätt,2.0,36.0,Ja,4.0,1943,1237.0,3400.0,Ja,9
"Apelbergsgatan 60, 2tr",12 september 2022,4940000,5450000,Lägenhet,Bostadsrätt,2.0,52.0,Nej,2.0,1929,3179.0,4200.0,Ja,4
"Hälsingegatan 8A, 5tr.",12 september 2022,4500000,4850000,Lägenhet,Bostadsrätt,2.0,31.0,,5.0,1906,1135.0,7600.0,,7
"Warfvinges väg 3, ACCEPTERAT PRIS.",12 september 2022,4610000,4495000,Lägenhet,Bostadsrätt,2.0,59.0,Ja,4.0,2011,3208.0,,Ja,5
"Wennerbergsgatan 6A, Accepterat pris",12 september 2022,3800000,3750000,Lägenhet,Bostadsrätt,2.0,47.0,Ja,6.0,1944,2360.0,,Ja,5
Valhallavägen 22B,13 september 2022,5225000,5250000,Lägenhet,Bostadsrätt,2.0,56.0,,3.0,1911,2973.0,7200.0,Ja,0
Igeldammsgatan 20,13 september 2022,6300000,5295000,Lägenhet,Bostadsrätt,2.0,52.0,Ja,6.0,1884,2362.0,,Ja,1
Birger Jarlsgatan 79,13 september 2022,9150000,8800000,Lägenhet,Bostadsrätt,2.0,64.0,Ja,6.0,1916,1402.0,5900.0,Ja,0
Tegnérgatan 7A,13 september 2022,5700000,4950000,Lägenhet,Bostadsrätt,2.0,46.0,Ja,2.0,1891,1524.0,5880.0,Nej,0
"Karlbergsvägen 71B, 3 tr",13 september 2022,4100000,0,Lägenhet,Bostadsrätt,2.0,36.0,Ja,3.0,1914,1794.0,4860.0,Ja,6
Nybrogatan 83,13 september 2022,5100000,5250000,Lägenhet,Bostadsrätt,2.0,44.0,Nej,2.0,1927,1950.0,9500.0,Ja,9
Kungstensgatan 46,13 september 2022,4500000,4450000,Lägenhet,Bostadsrätt,2.0,47.0,Ja,5.0,1968,1201.0,3391.0,Ja,4
Roslagsgatan 36 a,13 september 2022,4768000,4995000,Lägenhet,Bostadsrätt,2.0,42.0,Ja,1.0,1884,1752.0,,,0
Runiusgatan 7,13 september 2022,3300000,0,Lägenhet,Bostadsrätt,2.0,38.0,Nej,0.5,1931,1633.0,,Ja,2
"Fredhällsgatan 7, 2 tr",13 september 2022,4210000,3850000,Lägenhet,Bostadsrätt,2.0,46.0,Ja,2.0,1932,2239.0,5460.0,Ja,2
Lindhagensgatan 67,13 september 2022,3500000,2995000,Lägenhet,Bostadsrätt,2.0,43.0,Nej,2.0,1930,2459.0,5880.0,Nej,5
"Sysslomansgatan 24, 6tr",14 september 2022,6500000,6495000,Lägenhet,Bostadsrätt,2.5,71.0,Ja,6.0,1939,3433.0,9192.0,Ja,1
"Gambrinusgatan 3, 5tr",14 september 2022,5500000,4995000,Lägenhet,Bostadsrätt,2.0,46.0,Ja,5.0,1931,1800.0,7104.0,Ja,8
"Tegnérgatan 55D, 3tr",14 september 2022,5325000,4995000,Lägenhet,Bostadsrätt,2.0,51.0,Ja,3.0,1929,3149.0,7053.0,Ja,4
"Frödingsvägen 2, 2 tr",14 september 2022,3825000,3495000,Lägenhet,Bostadsrätt,2.0,43.0,Nej,2.0,1932,2043.0,,Nej,2
"John Ericssonsgatan 15, 3 tr",14 september 2022,3825000,3975000,Lägenhet,Bostadsrätt,2.0,45.0,Ja,3.0,1935,2264.0,6000.0,Ja,8
"Kungsholmsgatan 42, 3 tr",14 september 2022,5130000,4495000,Lägenhet,Bostadsrätt,2.0,50.0,Nej,3.0,1899,2155.0,8100.0,Nej,8
Hälsingegatan 61 (35 + 17 kvm),14 september 2022,4900000,0,Lägenhet,Bostadsrätt,1.5,35.0,Ja,2.0,2019,2175.0,5040.0,Ja,6
Bågljusvägen 1,14 september 2022,4020000,3995000,Lägenhet,Bostadsrätt,2.0,48.5,Ja,5.0,2006,3211.0,,Ja,1
Torsgatan 42D,14 september 2022,4500000,4500000,Lägenhet,Bostadsrätt,2.0,40.0,Ja,3.0,1926,2179.0,4200.0,Ja,6
"Warfvinges Väg 7, 2 tr",14 september 2022,4400000,4195000,Lägenhet,Bostadsrätt,2.0,54.0,Ja,2.0,2012,2973.0,4000.0,Ja,5
Frejgatan 10,14 september 2022,6495000,6495000,Lägenhet,Bostadsrätt,2.0,59.0,Ja,2.0,1886,1213.0,20000.0,Ja,0
"Industrigatan 9, ACCEPTERAT PRIS",14 september 2022,3495000,3495000,Lägenhet,Bostadsrätt,2.0,39.0,,6.0,1933,2271.0,,Ja,1
Vanadisvägen 28,14 september 2022,5750000,5995000,Lägenhet,Bostadsrätt,2.0,59.0,Ja,1.5,1914,2428.0,,Ja,7
Styrmansgatan 23A,14 september 2022,6750000,6495000,Lägenhet,Bostadsrätt,2.0,50.0,Ja,1.0,1890,2724.0,5300.0,Nej,3
"Celsiusgatan 8, Högst upp i huset!",14 september 2022,3985000,3495000,Lägenhet,Bostadsrätt,2.0,41.0,Ja,5.0,1932,2397.0,7943.0,Ja,8
Pilgatan 21,14 september 2022,5240000,4895000,Lägenhet,Bostadsrätt,2.0,48.0,Ja,2.0,1929,2396.0,,Ja,8
"Idungatan 7C, 3 tr",14 september 2022,4175000,4150000,Lägenhet,Bostadsrätt,2.0,37.0,Ja,3.0,1904,1462.0,,Ja,7
"Teknologgatan 8C, 2tr",14 september 2022,7450000,6895000,Lägenhet,Bostadsrätt,2.0,57.0,,2.0,1898,3830.0,5160.0,Ja,4
"Warfvinges väg 18, vån 7",14 september 2022,4600000,4195000,Lägenhet,Bostadsrätt,2.0,52.5,Ja,7.0,2015,3438.0,,Ja,5
"Frödingsvägen 2, 1,5 tr",14 september 2022,3850000,3595000,Lägenhet,Bostadsrätt,2.0,51.0,Ja,1.0,1932,2423.0,8280.0,Nej,2
Warfvinges väg 18,14 september 2022,4600000,4495000,Lägenhet,Bostadsrätt,2.0,52.5,Ja,2.0,2015,3438.0,,Ja,5
"Norrtullsgatan 36, 1,5tr.",14 september 2022,4320000,4195000,Lägenhet,Bostadsrätt,2.5,49.0,Ja,1.5,1939,2791.0,,Ja,7
"Fridhemsgatan 15, 2 tr",14 september 2022,3350000,2950000,Lägenhet,Bostadsrätt,1.5,34.3,Ja,2.0,1938,1810.0,3960.0,Ja,1
Gävlegatan 26,14 september 2022,5450000,5495000,Lägenhet,Bostadsrätt,2.0,55.0,Nej,2.0,2017,2750.0,,Ja,6
"Döbelnsgatan 49, 2tr",15 september 2022,6445000,6395000,Lägenhet,Bostadsrätt,2.5,65.0,Ja,2.0,1929,3205.0,7200.0,Ja,0
Majorsgatan 6 - FAST PRIS,15 september 2022,6750000,6950000,Lägenhet,Bostadsrätt,2.0,56.0,Nej,1.0,1930,389.0,5400.0,Ja,9
"Sankt Eriksgatan 12, 2 tr",15 september 2022,4300000,4150000,Lägenhet,Bostadsrätt,2.0,44.0,Nej,2.0,1912,925.0,3600.0,Ja,1
"Frödingsvägen 6, 2 tr",15 september 2022,3400000,3495000,Lägenhet,Bostadsrätt,2.0,43.0,,2.0,1933,1851.0,,Nej,2
"Lill-jans plan 1B, 3 tr Ö.G",15 september 2022,6750000,5495000,Lägenhet,Bostadsrätt,2.0,48.0,Ja,3.0,1895,1902.0,,Nej,9
"Inedalsgatan 23, 2tr",15 september 2022,5750000,5795000,Lägenhet,Bostadsrätt,2.5,62.0,Nej,2.0,1914,2712.0,9240.0,Ja,6
"Hjärnegatan 5, 3tr",15 september 2022,5300000,4995000,Lägenhet,Bostadsrätt,2.0,46.0,Nej,3.0,1903,2420.0,7020.0,Nej,8
"Upplandsgatan 77A, 3tr",15 september 2022,6950000,6495000,Lägenhet,Bostadsrätt,2.0,54.0,Ja,3.0,1899,2768.0,,Ja,7
"David bagares gata 7/Regeringsgatan 70F, möjlig garageplats i huset!",16 september 2022,5250000,4995000,Lägenhet,Bostadsrätt,2.0,57.0,Nej,1.0,0,2389.0,,Ja,0
Artillerigatan 65,16 september 2022,9425000,9500000,Lägenhet,Bostadsrätt,2.5,77.0,Ja,2.0,1929,3999.0,7200.0,Ja,9
Gävlegatan 32,16 september 2022,4495000,4495000,Lägenhet,Bostadsrätt,2.0,47.0,Ja,,2017,2350.0,,,6
Erik Dahlbergsallén 11,16 september 2022,5700000,5495000,Lägenhet,Bostadsrätt,2.0,47.0,,2.0,1913,1530.0,7500.0,Ja,3
"Tomtebogatan 26, 3tr",16 september 2022,6525000,5995000,Lägenhet,Andel i bostadsförening,2.0,54.9,Ja,3.0,1906,3061.0,,Nej,6
"Fleminggatan 107, 3 tr",16 september 2022,5300000,4850000,Lägenhet,Bostadsrätt,2.0,58.0,Ja,3.0,1909,2799.0,1932.0,Ja,1
Birger Jarlsgatan 104F,17 september 2022,4150000,4250000,Lägenhet,Bostadsrätt,2.0,42.0,Nej,3.0,1929,2878.0,4200.0,Ja,0
"Ernst Ahlgrens väg 4, ACCEPTPRIS!",18 september 2022,2750000,2850000,Lägenhet,Bostadsrätt,1.5,34.0,,,1931,1847.0,3700.0,,2
Inedalsgatan 23,18 september 2022,3300000,2995000,Lägenhet,Bostadsrätt,2.0,33.0,Ja,,1914,1385.0,5880.0,,6
Alströmergatan 32N,19 september 2022,4100000,4195000,Lägenhet,Bostadsrätt,2.0,45.0,,4.0,1930,2335.0,6600.0,,1
Torsgatan 69,19 september 2022,6400000,5995000,Lägenhet,Bostadsrätt,2.0,58.0,Nej,3.0,1929,2717.0,8543.0,Ja,6
"Svarvargatan 20, 3tr",19 september 2022,4550000,3450000,Lägenhet,Bostadsrätt,2.0,42.0,,3.0,1932,1910.0,37200.0,Ja,1
Creutzgatan 8,19 september 2022,3250000,3095000,Lägenhet,Bostadsrätt,2.0,36.0,Nej,3.0,1926,2123.0,,Nej,5
Völundsgatan 3,19 september 2022,3950000,4100000,Lägenhet,Bostadsrätt,2.0,40.0,,0.5,1929,2329.0,9300.0,,6
Torsgatan 27,19 september 2022,6000000,6250000,Lägenhet,Bostadsrätt,2.0,60.0,Ja,1.0,1929,2923.0,7200.0,Ja,6
"Adlerbethsgatan 17, 4tr",19 september 2022,4475000,4195000,Lägenhet,Bostadsrätt,2.0,46.0,Ja,4.0,1931,2630.0,8628.0,Nej,2
"Döbelnsgatan 52, 4tr",20 september 2022,4690000,4390000,Lägenhet,Bostadsrätt,2.0,52.0,Ja,4.0,1963,2123.0,,Ja,0
"Pontonjärgatan 18, 3 Tr",20 september 2022,3770000,3295000,Lägenhet,Bostadsrätt,2.0,38.0,Nej,3.0,1931,2335.0,4000.0,Ja,1
Wittstocksgatan 3C,20 september 2022,9650000,9150000,Lägenhet,Bostadsrätt,2.0,61.0,Ja,5.0,1923,813.0,,Ja,3
"Tegnérgatan 49, 3tr",20 september 2022,6200000,5995000,Lägenhet,Bostadsrätt,2.5,56.0,,3.0,1885,2215.0,3500.0,,4
Sankt Eriksgatan 23,20 september 2022,5450000,5650000,Lägenhet,Bostadsrätt,2.0,63.0,Nej,2.0,1907,1563.0,5460.0,Ja,1
John Ericssonsgatan 14,20 september 2022,3995000,4195000,Lägenhet,Bostadsrätt,2.0,42.0,Ja,1.0,1934,1730.0,,Ja,8
"Vikingagatan 41, 2tr",20 september 2022,4400000,4295000,Lägenhet,Bostadsrätt,2.0,49.0,,2.0,1926,2499.0,5550.0,Ja,6
"Alströmergatan 32H, 2 tr",20 september 2022,4025000,3875000,Lägenhet,Bostadsrätt,2.0,45.0,,2.0,1929,2470.0,6912.0,,1
Wargentinsgatan 5c,21 september 2022,3440000,3395000,Lägenhet,Bostadsrätt,2.0,42.0,Ja,3.0,1932,2311.0,5000.0,Ja,8
Drottningholmsvägen 9,21 september 2022,7000000,6850000,Lägenhet,Bostadsrätt,2.5,67.0,Nej,2.0,1907,1623.0,,Ja,1
Uggelviksgatan 13,21 september 2022,10050000,10500000,Lägenhet,Bostadsrätt,2.0,81.0,Ja,3.0,1913,2958.0,8700.0,Nej,0
"Surbrunnsgatan 4, 3tr",21 september 2022,6565000,5750000,Lägenhet,Bostadsrätt,2.0,56.0,Ja,3.0,0,2428.0,6500.0,Ja,0
"Sankt Eriksgatan 22, 2tr",21 september 2022,5000000,4995000,Lägenhet,Bostadsrätt,2.0,54.0,Ja,2.0,1984,1354.0,7800.0,Ja,1
Jungfrugatan 43B,21 september 2022,7300000,6950000,Lägenhet,Bostadsrätt,2.0,58.0,,3.0,1894,2284.0,11400.0,,9
"Fyrverkarbacken 30, 7 tr",21 september 2022,3600000,3495000,Lägenhet,Bostadsrätt,2.0,39.5,Nej,7.0,1963,1070.0,,Ja,5
"Uggelviksgatan 13, 2 tr",21 september 2022,6900000,6900000,Lägenhet,Bostadsrätt,2.0,48.0,Ja,2.0,1913,1836.0,,,0
Skeppargatan 70A,21 september 2022,4850000,4950000,Lägenhet,Bostadsrätt,2.0,38.0,Ja,1.0,0,1885.0,,,3
Kaptensgatan 15,21 september 2022,6650000,6750000,Lägenhet,Bostadsrätt,2.0,50.0,Ja,,1896,2325.0,6600.0,,9
"Torsgatan 61, 4tr",21 september 2022,6350000,5995000,Lägenhet,Andel i bostadsförening,2.0,60.0,Ja,4.0,1915,3025.0,8949.0,Ja,6
Industrigatan 5,21 september 2022,3450000,3350000,Lägenhet,Bostadsrätt,2.0,35.0,Nej,3.0,1936,1139.0,,Ja,1
Västmannagatan 71A,21 september 2022,6500000,6195000,Lägenhet,Bostadsrätt,2.0,57.0,Ja,5.0,1907,2032.0,4692.0,Ja,7
Falugatan 18,21 september 2022,4210000,3895000,Lägenhet,Bostadsrätt,2.0,38.0,,3.0,1925,2253.0,,Nej,6
Alströmergatan 32U,21 september 2022,4350000,4495000,Lägenhet,Bostadsrätt,2.5,49.0,Nej,2.0,1929,2713.0,6524.0,Nej,1
"Fleminggatan 81, 3 tr",22 september 2022,4330000,4150000,Lägenhet,Bostadsrätt,2.0,46.0,Nej,3.0,1899,1938.0,1200.0,Ja,1
Levertinsgatan 5,22 september 2022,3150000,2895000,Lägenhet,Bostadsrätt,1.5,35.0,Nej,2.0,1931,2481.0,4000.0,Ja,2
"Wargentinsgatan 5 A, 1 tr (vån 2)",22 september 2022,4700000,4475000,Lägenhet,Bostadsrätt,2.0,47.0,Ja,2.0,1899,2413.0,1200.0,Ja,8
"Rörstrandsgatan 18, 2 tr",22 september 2022,5410000,5000000,Lägenhet,Bostadsrätt,2.0,47.0,Nej,2.0,1914,1591.0,,Ja,6
Vanadisvägen 7,22 september 2022,5625000,5450000,Lägenhet,Bostadsrätt,2.0,60.0,Nej,2.0,1926,2720.0,8543.0,Ja,7
Karlbergsvägen 68,22 september 2022,3850000,3795000,Lägenhet,Bostadsrätt,2.0,36.0,,5.0,1931,1528.0,,Ja,6
Roslagsgatan 27,22 september 2022,5400000,5400000,Lägenhet,Bostadsrätt,2.0,48.0,Ja,4.0,1936,2040.0,,Ja,0
Roslagsgatan 39A,22 september 2022,4100000,3695000,Lägenhet,Bostadsrätt,2.0,37.5,,,1898,1561.0,,,0
Sonja Kovalevskys Gata 11,23 september 2022,6300000,6300000,Lägenhet,Bostadsrätt,2.0,63.0,Ja,,2017,3150.0,,,6
"Thorildsvägen 1, 3tr",23 september 2022,3700000,3495000,Lägenhet,Bostadsrätt,2.0,40.0,Nej,3.0,1927,2301.0,10920.0,Ja,5
"Skeppargatan 26, 5 tr -  inkl garageplats!",23 september 2022,5800000,5995000,Lägenhet,Bostadsrätt,2.0,41.0,Nej,5.0,1966,309.0,,Ja,9
Dalagatan 76A,23 september 2022,6600000,6375000,Lägenhet,Andel i bostadsförening,2.0,57.0,Ja,2.0,1903,3626.0,,Nej,7
"Ehrensvärdsgatan 4, 3tr",23 september 2022,4200000,3850000,Lägenhet,Bostadsrätt,2.0,42.0,Nej,,1931,1455.0,3459.0,,1
"Fridhemsgatan 2, 5tr",23 september 2022,7400000,7295000,Lägenhet,Bostadsrätt,2.5,68.0,,5.0,1925,3492.0,4600.0,,1
Kungsholmstorg 3D,23 september 2022,5400000,5750000,Lägenhet,Bostadsrätt,2.0,55.0,Ja,1.0,0,2309.0,7320.0,Ja,8
Sankt eriksgatan 57A,23 september 2022,6900000,0,Lägenhet,Bostadsrätt,2.0,64.0,Ja,3.0,1903,2841.0,,Ja,1
Vikingagatan 15,23 september 2022,5300000,5495000,Lägenhet,Bostadsrätt,2.0,52.0,Nej,2.0,1906,2791.0,8543.0,Ja,6
Palmbladsvägen 2,23 september 2022,3400000,3395000,Lägenhet,Bostadsrätt,2.0,47.0,,,1935,2960.0,4080.0,,2
Gävlegatan 7,25 september 2022,4400000,4295000,Lägenhet,Bostadsrätt,2.0,43.0,Nej,5.0,1925,1705.0,4860.0,Nej,6
"Karlbergsvägen 48A, 3tr över gård",25 september 2022,5495000,5495000,Lägenhet,Bostadsrätt,2.0,48.0,Ja,3.0,1929,2331.0,,Nej,6
"Norra Stationsgatan 53, 5tr - Accepterat pris!",25 september 2022,3030000,3195000,Lägenhet,Bostadsrätt,2.0,36.0,,5.0,1916,1836.0,,Ja,7
"Gävlegatan 4, 1tr",25 september 2022,7000000,7195000,Lägenhet,Andel i bostadsförening,2.0,70.0,Ja,2.0,1928,2843.0,,Ja,6
Torsplan 8,26 september 2022,6850000,7495000,Lägenhet,Bostadsrätt,2.0,57.0,Ja,7.0,2018,3593.0,,Ja,6
Atlasgatan 16,26 september 2022,3850000,3795000,Lägenhet,Bostadsrätt,1.5,38.0,Nej,2.0,1927,2266.0,4000.0,Ja,6
Thorildsvägen 8,26 september 2022,6200000,4995000,Lägenhet,Bostadsrätt,2.5,68.0,Ja,4.0,1929,2832.0,2800.0,Ja,5
Nybrogatan 65,26 september 2022,4175000,3995000,Lägenhet,Bostadsrätt,1.5,29.0,Ja,2.0,1952,185.0,4400.0,Ja,9
Gyllenstiernsgatan 7,26 september 2022,6100000,6600000,Lägenhet,Bostadsrätt,2.0,68.5,Nej,,1951,2873.0,6780.0,,3
"Geijersvägen 15, Accepterat pris",26 september 2022,3600000,3495000,Lägenhet,Bostadsrätt,2.0,47.0,Nej,3.0,1939,2243.0,,Nej,5
Bergsgatan 51,26 september 2022,5250000,5500000,Lägenhet,Bostadsrätt,2.0,51.3,,,1963,1325.0,4200.0,,8
Jakob Westinsgatan 7,27 september 2022,6300000,6975000,Lägenhet,Bostadsrätt,2.5,77.0,,0.0,1927,3298.0,12000.0,,8
Wargentinsgatan 2,27 september 2022,5200000,4650000,Lägenhet,Bostadsrätt,2.0,56.0,,1.0,1897,1902.0,,,8
"Karlsviksgatan 4, 2tr",27 september 2022,6500000,6295000,Lägenhet,Bostadsrätt,2.0,66.0,Ja,2.0,1926,2954.0,7200.0,Ja,1
"Stickelbärsvägen 10, 2 tr",27 september 2022,3800000,3695000,Lägenhet,Bostadsrätt,2.0,46.0,Nej,2.0,0,2472.0,6000.0,Nej,0
"Lindhagensgatan 137, 7 TR",27 september 2022,4500000,3995000,Lägenhet,Bostadsrätt,2.0,49.5,Ja,7.0,2015,2318.0,4860.0,Ja,2
"Hälsingegatan 15, 2tr",27 september 2022,6100000,5950000,Lägenhet,Bostadsrätt,2.0,56.0,Ja,2.0,1893,2408.0,,Ja,7
"Sven Rinmans gata 5, högst upp",27 september 2022,5500000,0,Lägenhet,Bostadsrätt,1.5,44.0,Ja,5.0,1931,1827.0,,Ja,1
Vulcanusgatan 3,27 september 2022,3600000,3750000,Lägenhet,Bostadsrätt,2.0,40.0,,2.0,1929,2363.0,4800.0,Ja,6
Thorildsvägen 5,27 september 2022,4450000,4495000,Lägenhet,Bostadsrätt,2.0,56.0,,,1929,3923.0,,,5
Lill-Jans plan 1B,27 september 2022,4125000,3995000,Lägenhet,Bostadsrätt,2.0,38.0,Nej,,1895,1605.0,,,9
"David Bagares gata 22, 1tr",27 september 2022,4500000,3995000,Lägenhet,Bostadsrätt,2.0,39.0,,1.0,0,1425.0,6960.0,Ja,0
